start_state_mm,policy,step,remaining_passes_before,state_before_mm,selected_action_mm,immediate_deflection_um,selected_action_discrete_class,successor_mm,selected_action_continuous_status,selected_action_continuous_detail,online_continuous_solve_calls,step_status
4.411,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.412,ONLINE-REOPT,1,3,4.412,0.475,67.93779908213101,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.412,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.412,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.413,ONLINE-REOPT,1,3,4.413,0.476,68.11326463154663,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,117,CONTINUE
4.413,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.413,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.414,ONLINE-REOPT,1,3,4.414,0.477,68.28882645840352,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,118,CONTINUE
4.414,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.414,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.415,ONLINE-REOPT,1,3,4.415,0.478,68.46448443394532,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,119,CONTINUE
4.415,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.415,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.416,ONLINE-REOPT,1,3,4.416,0.479,68.64023842980316,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,120,CONTINUE
4.416,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.416,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.417,ONLINE-REOPT,1,3,4.417,0.48,68.81608831799328,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,121,CONTINUE
4.417,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.417,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.418,ONLINE-REOPT,1,3,4.418,0.481,68.99203397091617,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,122,CONTINUE
4.418,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.418,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.419,ONLINE-REOPT,1,3,4.419,0.482,69.16807526135294,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,123,CONTINUE
4.419,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.419,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.42,ONLINE-REOPT,1,3,4.42,0.483,69.34421206246495,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,124,CONTINUE
4.42,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.42,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.421,ONLINE-REOPT,1,3,4.421,0.484,69.52044424779127,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,125,CONTINUE
4.421,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.421,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.422,ONLINE-REOPT,1,3,4.422,0.485,69.69677169124638,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,126,CONTINUE
4.422,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.422,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.423,ONLINE-REOPT,1,3,4.423,0.486,69.87319426711854,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,127,CONTINUE
4.423,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.423,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.424,ONLINE-REOPT,1,3,4.424,0.487,70.04971185006823,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,128,CONTINUE
4.424,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.424,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.425,ONLINE-REOPT,1,3,4.425,0.488,70.22632431512572,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,129,CONTINUE
4.425,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.425,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.426,ONLINE-REOPT,1,3,4.426,0.489,70.40303153768883,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,130,CONTINUE
4.426,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.426,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.427,ONLINE-REOPT,1,3,4.427,0.49,70.57983339352239,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,131,CONTINUE
4.427,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.427,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.428,ONLINE-REOPT,1,3,4.428,0.491,70.75672975875528,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,132,CONTINUE
4.428,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.428,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.429,ONLINE-REOPT,1,3,4.429,0.492,70.93372050987885,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,133,CONTINUE
4.429,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.429,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.43,ONLINE-REOPT,1,3,4.43,0.493,71.11080552374565,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,134,CONTINUE
4.43,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.43,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.431,ONLINE-REOPT,1,3,4.431,0.494,71.28798467756593,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,135,CONTINUE
4.431,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.431,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.432,ONLINE-REOPT,1,3,4.432,0.495,71.46525784890817,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,136,CONTINUE
4.432,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.432,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.433,ONLINE-REOPT,1,3,4.433,0.496,71.64262491569566,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,137,CONTINUE
4.433,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.433,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.434,ONLINE-REOPT,1,3,4.434,0.497,71.82008575620523,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,138,CONTINUE
4.434,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.434,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.435,ONLINE-REOPT,1,3,4.435,0.498,71.9976402490655,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,139,CONTINUE
4.435,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.435,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.436,ONLINE-REOPT,1,3,4.436,0.499,72.17528827325498,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,140,CONTINUE
4.436,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.436,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.437,ONLINE-REOPT,1,3,4.437,0.5,72.35302970810072,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,141,CONTINUE
4.437,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.437,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.438,ONLINE-REOPT,1,3,4.438,0.501,72.53086443327551,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,142,CONTINUE
4.438,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.438,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.439,ONLINE-REOPT,1,3,4.439,0.502,72.70879232879778,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,143,CONTINUE
4.439,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.439,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.44,ONLINE-REOPT,1,3,4.44,0.503,72.88681327502869,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,144,CONTINUE
4.44,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.44,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.441,ONLINE-REOPT,1,3,4.441,0.504,73.06492715267073,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,145,CONTINUE
4.441,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.441,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.442,ONLINE-REOPT,1,3,4.442,0.505,73.24313384276653,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,146,CONTINUE
4.442,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.442,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.443,ONLINE-REOPT,1,3,4.443,0.506,73.42143322669587,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,147,CONTINUE
4.443,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.443,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.444,ONLINE-REOPT,1,3,4.444,0.507,73.59982518617569,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,148,CONTINUE
4.444,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.444,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.445,ONLINE-REOPT,1,3,4.445,0.508,73.77830960325744,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,149,CONTINUE
4.445,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.445,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.446,ONLINE-REOPT,1,3,4.446,0.509,73.95688636032565,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,150,CONTINUE
4.446,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.446,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.447,ONLINE-REOPT,1,3,4.447,0.51,74.13555534009637,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,151,CONTINUE
4.447,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.447,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.448,ONLINE-REOPT,1,3,4.448,0.511,74.31431642561535,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,152,CONTINUE
4.448,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.448,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.449,ONLINE-REOPT,1,3,4.449,0.512,74.49316950025707,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,153,CONTINUE
4.449,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.449,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.45,ONLINE-REOPT,1,3,4.45,0.513,74.67211444772173,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,154,CONTINUE
4.45,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.45,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.451,ONLINE-REOPT,1,3,4.451,0.514,74.85115115203553,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,155,CONTINUE
4.451,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.451,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.452,ONLINE-REOPT,1,3,4.452,0.515,75.03027949754768,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,156,CONTINUE
4.452,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.452,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.453,ONLINE-REOPT,1,3,4.453,0.516,75.20949936892963,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,157,CONTINUE
4.453,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.453,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.454,ONLINE-REOPT,1,3,4.454,0.517,75.38881065117336,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,158,CONTINUE
4.454,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.454,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.455,ONLINE-REOPT,1,3,4.455,0.518,75.56821322958875,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,159,CONTINUE
4.455,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.455,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.456,ONLINE-REOPT,1,3,4.456,0.519,75.74770698980423,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,160,CONTINUE
4.456,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.456,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.457,ONLINE-REOPT,1,3,4.457,0.52,75.92729181776332,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,161,CONTINUE
4.457,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.457,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.458,ONLINE-REOPT,1,3,4.458,0.521,76.10696759972423,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,162,CONTINUE
4.458,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.458,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.459,ONLINE-REOPT,1,3,4.459,0.522,76.28673422225766,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,163,CONTINUE
4.459,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.459,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.46,ONLINE-REOPT,1,3,4.46,0.523,76.4665915722459,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,164,CONTINUE
4.46,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.46,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.461,ONLINE-REOPT,1,3,4.461,0.524,76.64653953688114,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,165,CONTINUE
4.461,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.461,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.462,ONLINE-REOPT,1,3,4.462,0.525,76.8265780036633,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,166,CONTINUE
4.462,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.462,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.463,ONLINE-REOPT,1,3,4.463,0.526,77.0067068604,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,167,CONTINUE
4.463,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.463,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.464,ONLINE-REOPT,1,3,4.464,0.527,77.18692599520384,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,168,CONTINUE
4.464,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.464,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.465,ONLINE-REOPT,1,3,4.465,0.528,77.36723529649178,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,169,CONTINUE
4.465,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.465,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.466,ONLINE-REOPT,1,3,4.466,0.529,77.54763465298348,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,170,CONTINUE
4.466,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.466,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.467,ONLINE-REOPT,1,3,4.467,0.53,77.72812395369895,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,171,CONTINUE
4.467,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.467,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.468,ONLINE-REOPT,1,3,4.468,0.531,77.90870308795876,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,172,CONTINUE
4.468,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.468,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.469,ONLINE-REOPT,1,3,4.469,0.532,78.0893719453818,PRESERVING,3.937,PASS,continuous_reference_residual_valid_optimizer_reported_success,173,CONTINUE
4.469,ONLINE-REOPT,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,116,CONTINUE
4.469,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
